Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","F2074","Poultry Meat","2019","2019","tonnes","977174","E","Estimated value"
"TCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","F2073","Pigmeat","2019","2019","tonnes","944360","E","Estimated value"
"TCL","Crops and livestock products","826","United Kingdom of Great Britain and Northern Ireland","5610","Import Quantity","F2076","Other Meat","2019","2019","tonnes","146911","E","Estimated value"
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","F2071","Bovine Meat","2019","2019","tonnes","1379435","E","Estimated value"
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","F2074","Poultry Meat","2019","2019","tonnes","139751","E","Estimated value"
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","F2073","Pigmeat","2019","2019","tonnes","515352","E","Estimated value"
"TCL","Crops and livestock products","840","United States of America","5610","Import Quantity","F2076","Other Meat","2019","2019","tonnes","140775","E","Estimated value"
"TCL","Crops and livestock products","704","Viet Nam","5610","Import Quantity","F2071","Bovine Meat","2019","2019","tonnes","104607","E","Estimated value"
"TCL","Crops and livestock products","704","Viet Nam","5610","Import Quantity","F2074","Poultry Meat","2019","2019","tonnes","209635","E","Estimated value"
"TCL","Crops and livestock products","704","Viet Nam","5610","Import Quantity","F2073","Pigmeat","2019","2019","tonnes","93237","E","Estimated value"
"TCL","Crops and livestock products","704","Viet Nam","5610","Import Quantity","F2076","Other Meat","2019","2019","tonnes","1250","E","Estimated value"
"TCL","Crops and livestock products","887","Yemen","5610","Import Quantity","F2071","Bovine Meat","2019","2019","tonnes","453","E","Estimated value"
